rpm,theta_deg,theta_rad,pressure_pa,pressure_kpa,dpdtheta_pa_per_rad,mdot_engine_kg_s,mdot_restrictor_kg_s,v_demand_m3_s
6200.0,646.1097852028639,11.276743081143314,95140.08930736055,95.14008930736055,654.205153470235,0.0,0.033071138365855755,0.0
6200.0,646.6825775656324,11.286740193803903,95146.62946998293,95.14662946998293,653.8833582249201,0.0,0.03305487109093927,0.0
6200.0,647.255369928401,11.296737306464491,95153.16641558199,95.15316641558199,653.5615117558305,0.0,0.033038601226577355,0.0
6200.0,647.8281622911694,11.306734419125078,95159.70014364563,95.15970014364564,653.2396140880395,0.0,0.03302232877403752,0.0
6200.0,648.4009546539379,11.316731531785667,95166.23065366203,95.16623065366203,652.9176652466242,0.0,0.03300605373458744,0.0
6200.0,648.9737470167065,11.326728644446256,95172.75794511959,95.1727579451196,652.5956652566725,0.0,0.032989776109495356,0.0
6200.0,649.5465393794749,11.336725757106842,95179.28201750698,95.17928201750698,652.2736141432691,0.0,0.03297349590002934,0.0
6200.0,650.1193317422434,11.346722869767431,95185.8028703131,95.1858028703131,651.9515119315032,0.0,0.032957213107457695,0.0
6200.0,650.692124105012,11.35671998242802,95192.32050302712,95.19232050302712,651.6293586464702,0.0,0.03294092773304903,0.0
6200.0,651.2649164677804,11.366717095088607,95198.83491513846,95.19883491513846,651.3071543132719,0.0,0.03292463977807228,0.0
6200.0,651.837708830549,11.376714207749195,95205.34610613677,95.20534610613677,650.9848989570091,0.0,0.03290834924379634,0.0
6200.0,652.4105011933175,11.386711320409784,95211.85407551199,95.211854075512,650.6625926027851,0.0,0.03289205613149022,0.0
6200.0,652.9832935560859,11.396708433070371,95218.35882275426,95.21835882275427,650.3402352757164,0.0,0.03287576044242359,0.0
6200.0,653.5560859188545,11.40670554573096,95224.86034735403,95.22486034735402,650.0178270009186,0.0,0.03285946217786609,0.0
6200.0,654.128878281623,11.416702658391548,95231.35864880195,95.23135864880194,649.6953678035028,0.0,0.032843161339087136,0.0
6200.0,654.7016706443914,11.426699771052135,95237.85372658895,95.23785372658895,649.372857708596,0.0,0.03282685792735693,0.0
6200.0,655.27446300716,11.436696883712724,95244.34558020618,95.24434558020619,649.0502967413287,0.0,0.03281055194394586,0.0
6200.0,655.8472553699283,11.44669399637331,95250.83420914509,95.2508342091451,648.7276849268276,0.0,0.03279424339012412,0.0
6200.0,656.4200477326968,11.4566911090339,95257.31961289735,95.25731961289735,648.4050222902271,0.0,0.03277793226716231,0.0
6200.0,656.9928400954655,11.466688221694488,95263.80179095488,95.26380179095489,648.0823088566693,0.0,0.032761618576331385,0.0
6200.0,657.5656324582338,11.476685334355075,95270.28074280986,95.27028074280986,647.7595446512933,0.0,0.03274530231890217,0.0
6200.0,658.1384248210023,11.486682447015664,95276.7564679547,95.27675646795471,647.4367296992475,0.0,0.032728983496145975,0.0
6200.0,658.7112171837709,11.496679559676252,95283.22896588211,95.28322896588212,647.113864025682,0.0,0.03271266210933416,0.0
6200.0,659.2840095465393,11.50667667233684,95289.69823608501,95.289698236085,646.7909476557519,0.0,0.03269633815973837,0.0
6200.0,659.8568019093079,11.516673784997428,95296.16427805657,95.29616427805658,646.4679806146165,0.0,0.03268001164863043,0.0
6200.0,660.4295942720764,11.526670897658017,95302.62709129024,95.30262709129023,646.1449629274377,0.0,0.03266368257728233,0.0
6200.0,661.0023866348448,11.536668010318603,95309.0866752797,95.3090866752797,645.8218946193791,0.0,0.032647350946966136,0.0
6200.0,661.5751789976134,11.546665122979192,95315.54302951889,95.31554302951889,645.4987757156163,0.0,0.032631016758954495,0.0
6200.0,662.1479713603819,11.55666223563978,95321.99615350198,95.32199615350198,645.175606241318,0.0,0.03261468001451975,0.0
6200.0,662.7207637231503,11.566659348300368,95328.44604672345,95.32844604672344,644.8523862216687,0.0,0.032598340714935,0.0
6200.0,663.2935560859189,11.576656460960956,95334.89270867796,95.33489270867796,644.5291156818465,0.0,0.03258199886147305,0.0
6200.0,663.8663484486874,11.586653573621545,95341.33613886045,95.34133613886046,644.2057946470386,0.0,0.03256565445540714,0.0
6200.0,664.4391408114558,11.596650686282132,95347.77633676614,95.34777633676615,643.8824231424348,0.0,0.03254930749801068,0.0
6200.0,665.0119331742244,11.60664779894272,95354.21330189047,95.35421330189047,643.5590011932322,0.0,0.0325329579905574,0.0
6200.0,665.5847255369928,11.616644911603307,95360.64703372914,95.36064703372914,643.235528824623,0.0,0.03251660593432082,0.0
6200.0,666.1575178997613,11.626642024263896,95367.0775317781,95.3670775317781,642.912006061816,0.0,0.03250025133057528,0.0
6200.0,666.7303102625299,11.636639136924485,95373.50479553353,95.37350479553353,642.5884329300113,0.0,0.03248389418059469,0.0
6200.0,667.3031026252983,11.646636249585072,95379.92882449193,95.37992882449193,642.2648094544224,0.0,0.03246753448565364,0.0
6200.0,667.8758949880669,11.65663336224566,95386.34961814998,95.38634961814998,641.9411356602621,0.0,0.03245117224702666,0.0
6200.0,668.4486873508354,11.666630474906249,95392.76717600464,95.39276717600464,641.6174115727492,0.0,0.03243480746598862,0.0
6200.0,669.0214797136038,11.676627587566836,95399.18149755313,95.39918149755313,641.2936372171013,0.0,0.0324184401438143,0.0
6200.0,669.5942720763724,11.686624700227425,95405.59258229291,95.40559258229291,640.9698126185476,0.0,0.032402070281779084,0.0
6200.0,670.1670644391409,11.696621812888013,95412.0004297217,95.4120004297217,640.6459378023183,0.0,0.03238569788115839,0.0
6200.0,670.7398568019092,11.7066189255486,95418.40503933745,95.41840503933744,640.3220127936434,0.0,0.03236932294322764,0.0
6200.0,671.3126491646779,11.716616038209189,95424.8064106384,95.4248064106384,639.9980376177651,0.0,0.03235294546926288,0.0
6200.0,671.8854415274463,11.726613150869778,95431.20454312302,95.43120454312302,639.6740122999174,0.0,0.032336565460539715,0.0
6200.0,672.4582338902147,11.736610263530364,95437.59943629004,95.43759943629004,639.3499368653529,0.0,0.03232018291833471,0.0
6200.0,673.0310262529833,11.746607376190953,95443.99108963842,95.44399108963843,639.0258113393159,0.0,0.032303797843924,0.0
6200.0,673.6038186157518,11.756604488851542,95450.3795026674,95.4503795026674,638.7016357470643,0.0,0.03228741023858443,0.0
6200.0,674.1766109785202,11.766601601512129,95456.76467487647,95.45676467487647,638.3774101138486,0.0,0.03227102010359244,0.0
6200.0,674.7494033412888,11.776598714172717,95463.14660576535,95.46314660576535,638.0531344649354,0.0,0.0322546274402253,0.0
6200.0,675.3221957040573,11.786595826833306,95469.52529483403,95.46952529483403,637.7288088255877,0.0,0.0322382322497601,0.0
6200.0,675.8949880668258,11.796592939493893,95475.90074158277,95.47590074158276,637.4044332210696,0.0,0.03222183453347397,0.0
6200.0,676.4677804295943,11.806590052154482,95482.27294551203,95.48227294551202,637.0800076766609,0.0,0.03220543429264486,0.0
6200.0,677.0405727923627,11.816587164815068,95488.64190612258,95.48864190612258,636.7555322176321,0.0,0.032189031528550224,0.0
6200.0,677.6133651551313,11.826584277475657,95495.00762291541,95.49500762291541,636.4310068692653,0.0,0.03217262624246812,0.0
6200.0,678.1861575178998,11.836581390136246,95501.37009539177,95.50137009539178,636.1064316568458,0.0,0.03215621843567676,0.0
6200.0,678.7589498806682,11.846578502796833,95507.72932305316,95.50772932305317,635.7818066056602,0.0,0.032139808109454424,0.0
6200.0,679.3317422434368,11.856575615457421,95514.08530540136,95.51408530540135,635.4571317409981,0.0,0.032123395265079534,0.0
6200.0,679.9045346062053,11.86657272811801,95520.43804193835,95.52043804193835,635.1324070881635,0.0,0.03210697990383126,0.0
6200.0,680.4773269689737,11.876569840778597,95526.7875321664,95.52678753216641,634.8076326724461,0.0,0.032090562026988026,0.0
6200.0,681.0501193317423,11.886566953439186,95533.13377558804,95.53313377558804,634.482808519159,0.0,0.032074141635829466,0.0
6200.0,681.6229116945108,11.896564066099774,95539.47677170602,95.53947677170602,634.1579346536028,0.0,0.03205771873163455,0.0
6200.0,682.1957040572792,11.906561178760361,95545.81652002335,95.54581652002335,633.8330111010882,0.0,0.03204129331568279,0.0
6200.0,682.7684964200478,11.91655829142095,95552.15302004332,95.55215302004332,633.5080378869368,0.0,0.032024865389254226,0.0
6200.0,683.3412887828163,11.926555404081538,95558.48627126946,95.55848627126946,633.1830150364636,0.0,0.032008434953628574,0.0
6200.0,683.9140811455848,11.936552516742125,95564.81627320555,95.56481627320555,632.85794257499,0.0,0.03199200201008587,0.0
6200.0,684.4868735083533,11.946549629402714,95571.14302535562,95.57114302535561,632.5328205278453,0.0,0.03197556655990655,0.0
6200.0,685.0596658711218,11.956546742063303,95577.46652722395,95.57746652722395,632.2076489203578,0.0,0.031959128604371,0.0
6200.0,685.6324582338902,11.96654385472389,95583.78677831509,95.58378677831509,631.8824277778683,0.0,0.031942688144760256,0.0
6200.0,686.2052505966587,11.976540967384478,95590.10377813382,95.59010377813382,631.5571571257055,0.0,0.03192624518235471,0.0
6200.0,686.7780429594271,11.986538080045065,95596.4175261852,95.5964175261852,631.2318369892176,0.0,0.03190979971843575,0.0
6200.0,687.3508353221957,11.996535192705654,95602.72802197454,95.60272802197454,630.906467393752,0.0,0.03189335175428474,0.0
6200.0,687.9236276849642,12.006532305366242,95609.03526500738,95.60903526500738,630.5810483646529,0.0,0.03187690129118286,0.0
6200.0,688.4964200477326,12.01652941802683,95615.3392547895,95.6153392547895,630.255579927277,0.0,0.03186044833041195,0.0
6200.0,689.0692124105012,12.026526530687418,95621.639990827,95.62163999082699,629.9300621069851,0.0,0.03184399287325402,0.0
6200.0,689.6420047732697,12.036523643348007,95627.93747262617,95.62793747262617,629.6044949291353,0.0,0.03182753492099097,0.0
6200.0,690.2147971360381,12.046520756008594,95634.2316996936,95.6342316996936,629.2788784190907,0.0,0.03181107447490495,0.0
6200.0,690.7875894988067,12.056517868669182,95640.52267153608,95.64052267153608,628.9532126022239,0.0,0.031794611536278584,0.0
6200.0,691.3603818615752,12.066514981329771,95646.8103876607,95.64681038766071,628.627497503906,0.0,0.031778146106394435,0.0
6200.0,691.9331742243437,12.076512093990358,95653.0948475748,95.6530948475748,628.3017331495175,0.0,0.031761678186535504,0.0
6200.0,692.5059665871122,12.086509206650947,95659.37605078594,95.65937605078594,627.9759195644326,0.0,0.031745207777984515,0.0
6200.0,693.0787589498807,12.096506319311535,95665.65399680196,95.66565399680196,627.6500567740417,0.0,0.03172873488202498,0.0
6200.0,693.6515513126492,12.106503431972122,95671.92868513096,95.67192868513096,627.3241448037315,0.0,0.03171225949994026,0.0
6200.0,694.2243436754177,12.11650054463271,95678.20011528127,95.67820011528127,626.9981836788917,0.0,0.03169578163301383,0.0
6200.0,694.7971360381862,12.1264976572933,95684.46828676149,95.68446828676149,626.6721734249169,0.0,0.03167930128252943,0.0
6200.0,695.3699284009547,12.136494769953886,95690.73319908048,95.69073319908048,626.3461140672136,0.0,0.03166281844977141,0.0
6200.0,695.9427207637232,12.146491882614475,95696.99485174734,95.69699485174733,626.0200056311805,0.0,0.031646333136023705,0.0
6200.0,696.5155131264916,12.156488995275062,95703.25324427141,95.70325324427141,625.693848142223,0.0,0.0316298453425706,0.0
6200.0,697.0883054892602,12.16648610793565,95709.50837616232,95.70950837616232,625.3676416257575,0.0,0.03161335507069694,0.0
6200.0,697.6610978520287,12.17648322059624,95715.76024692995,95.71576024692995,625.0413861071952,0.0,0.0315968623216873,0.0
