rpm,torque_oem_nm,power_oem_kw,power_restricted_kw,ve_effective_oem,oem_mdot_kg_s,restricted_mdot_kg_s,mass_ratio_restricted_to_oem,fuel_ratio,mean_plenum_pressure_pa,mean_plenum_pressure_kpa,pumping_loss_kw,mass_balance_error,solver_iterations,final_pressure_residual
2400.0,31.314,7.928,7.6590083768967805,0.5072525065326674,0.008055870967741935,0.007763540447821087,0.9637121149170058,1.0030753124386573,100969.49144733016,100.96949144733016,0.004797609458044266,8.712974024766426e-07,2.0,4.4043112498570053e-08
2500.0,35.124,9.112,8.793418168743983,0.5596873670464984,0.009258967741935483,0.008914345399094888,0.9627796151314211,1.0030753124386573,100869.08688128459,100.86908688128459,0.006408932458542897,1.1098018431123279e-05,2.0,6.18806518354646e-07
2600.0,39.763,10.753,10.359109305951145,0.635079508198297,0.010926435483870968,0.010503083909631995,0.9612543747808787,1.0030753124386573,100706.20620648356,100.70620620648356,0.009046548046632135,9.052711497467749e-05,2.0,5.725408467530021e-06
2700.0,43.243,12.302,11.829119779972809,0.6996547074072066,0.012500419354838711,0.011995310026251486,0.9595926093158063,1.0030753124386573,100528.50899939764,100.52850899939764,0.012092281100327108,0.0003530345252957752,2.0,2.459058924065212e-05
2800.0,46.059,13.578,13.0335862943907,0.7446455096259794,0.013797,0.013218506322477503,0.9580710533070597,1.0030753124386573,100365.39494366986,100.36539494366986,0.01510824977235031,0.0008558169371015905,2.0,6.343212996726134e-05
2900.0,47.882,14.762,14.144892201682335,0.781662009962271,0.015000096774193547,0.014347592659865379,0.9565000063565757,1.0030753124386573,100197.60807396777,100.19760807396777,0.01838385200492224,4.201111991531409e-05,3.0,3.2683138569680456e-06
3000.0,49.87,15.947,15.251155824604243,0.8162619295334457,0.016204209677419354,0.015471971135812834,0.9548118324692566,1.0030753124386573,100017.59679727383,100.01759679727382,0.022054356793145994,0.00010947354205115841,3.0,8.892513143413997e-06
3100.0,51.03,16.767,16.01277516661862,0.8305494069561443,0.017037435483870968,0.01624657523656732,0.9535810276110896,1.0030753124386573,99885.72643759627,99.88572643759628,0.025088150073932333,0.00020859078433831324,3.0,1.7239882672009372e-05
3200.0,51.858,17.587,16.77101865939214,0.843943917039924,0.01787066129032258,0.017018023668990946,0.9522884124163128,1.0030753124386573,99747.60821497605,99.74760821497605,0.02838266361447339,0.00036786164511586544,3.0,3.089291819041785e-05
3300.0,52.521,18.407,17.52576517803022,0.8565266386337778,0.018703887096774195,0.01778620088824885,0.9509360699314949,1.0030753124386573,99603.42940346125,99.60342940346125,0.03194496182327895,0.0006080613905322531,3.0,5.1824465669587286e-05
3400.0,53.515,19.318,18.36007575604694,0.8724791287349146,0.01962958064516129,0.01863558766528351,0.949362495417201,1.0030753124386573,99436.23058540378,99.43623058540378,0.0361094983911446,0.0009779581945789126,3.0,8.48977089223544e-05
3500.0,53.846,20.047,19.02323599588227,0.8795350438339672,0.02037033870967742,0.019311311052968873,0.9480112887761936,1.0030753124386573,99292.91917009812,99.29291917009812,0.039991953633996116,0.00015262935759455826,4.0,1.3357743300390934e-05
3600.0,54.177,20.685,19.60156238390425,0.8823173644154244,0.021018629032258065,0.019900913536340006,0.9468226260522197,1.0030753124386573,99166.49616177702,99.16649616177702,0.043693710116310853,0.000238118332790605,4.0,2.0905790999943162e-05
3700.0,54.177,21.141,20.013191143818194,0.8773959069959738,0.021481983870967742,0.020321072712049207,0.9459588478470338,1.0030753124386573,99074.2524776821,99.0742524776821,0.046826543532613785,0.0003375446264443859,4.0,2.947121096711089e-05
3800.0,54.509,21.961,20.75068377962733,0.887442691802319,0.022315209677419356,0.021073150747298718,0.9443402527659209,1.0030753124386573,98903.04442152663,98.90304442152663,0.051750359017785894,0.0005195860712286613,4.0,4.5883481716682915e-05
3900.0,54.509,22.599,21.32139154830619,0.8898082275193474,0.0229635,0.021655704366179293,0.9430489414148232,1.0030753124386573,98766.23251166873,98.76623251166873,0.05611242371664366,0.0007325408622109175,4.0,6.486181694964196e-05
4000.0,54.095,23.054,21.726556248060604,0.8850302183857807,0.023425838709677422,0.02206985857497411,0.9421160475187963,1.0030753124386573,98667.07225374025,98.66707225374024,0.05978149329315197,0.0009611003211393005,4.0,8.46455623301173e-05
4100.0,53.515,23.237,21.887337039693378,0.870298035561487,0.023611790322580643,0.022235280572340786,0.9417024405420261,1.0030753124386573,98622.76024678945,98.62276024678944,0.0622976023739283,0.00022416743962342124,5.0,1.941675789425702e-05
4200.0,52.769,23.51,22.128774812201083,0.8595579089363568,0.0238891935483871,0.02248286009406674,0.9411309782612856,1.0030753124386573,98561.7110003215,98.56171100032151,0.06525881683031852,0.00029009254445075525,5.0,2.4818711417425863e-05
4300.0,51.361,23.875,22.451104069570246,0.8526027451811022,0.024260080645161292,0.02281298693459062,0.9403508285179878,1.0030753124386573,98478.87670595676,98.47887670595676,0.06881541961318957,0.00037983533521431895,5.0,3.223530490446519e-05
4400.0,51.361,24.057,22.610884861961015,0.8395771179013197,0.024445016129032257,0.022977502583184036,0.939966758945791,1.0030753124386573,98437.60728783732,98.43760728783732,0.07143682258847149,0.00046659678670532974,5.0,3.8996593151979753e-05
4500.0,51.361,24.604,23.09202828969059,0.839585648888648,0.025000838709677422,0.02346981475628791,0.9387610963308651,1.0030753124386573,98310.32381546362,98.31032381546362,0.07628107080997874,0.0006224627018343901,5.0,5.2024462623828143e-05
4600.0,51.527,25.333,23.730430658489343,0.8456693555911068,0.025741596774193548,0.024122790126928573,0.9371132000293059,1.0030753124386573,98136.75665286114,98.13675665286114,0.08246561285326434,0.0008502204947441963,5.0,7.157336861781143e-05
4700.0,52.189,26.244,24.521685374766975,0.8574404608353905,0.02666729032258065,0.02493227340056509,0.9349383870266554,1.0030753124386573,97908.33131659798,97.90833131659798,0.09029512883344837,0.00032925828218933583,6.0,2.810302093355454e-05
4800.0,52.686,26.882,25.072500508096375,0.8599875050839535,0.02731558064516129,0.025496605126423023,0.9334088649856146,1.0030753124386573,97747.319740605,97.74731974060501,0.09656202373433326,0.00044555443425167056,6.0,3.8142068141804606e-05
4900.0,53.018,27.838,25.892963286205706,0.8723961743563332,0.028287,0.026336692467720326,0.9310528676678448,1.0030753124386573,97499.76767713905,97.49976767713905,0.10539438984004712,0.0006340650667616968,6.0,5.505985328262798e-05
5000.0,52.355,28.748,26.66745504758951,0.8828957653562739,0.029211677419354837,0.027130334362637423,0.9287496220488052,1.0030753124386573,97257.77005732943,97.25777005732942,0.11434898855020725,0.0008691440224179687,6.0,7.637786417984691e-05
5100.0,53.515,29.662,27.436935445108407,0.8931040451577125,0.03014041935483871,0.027919562037188497,0.9263163099522809,1.0030753124386573,97002.46201110931,97.00246201110932,0.12395743812026769,0.0004083785858103454,7.0,3.6301539145837774e-05
5200.0,54.509,30.474,28.115977229955305,0.8999076040563051,0.030965516129032256,0.02861665502424505,0.9241459081450611,1.0030753124386573,96774.50008561648,96.77450008561648,0.13305342278153404,0.0005507027617689403,7.0,4.932455953067091e-05
